id,en_sent,en_amr,cn_sent,cn_amr,fa_sent,fa_amr
285,"And a little later you added : "" You know -- one loves the sunset , when one is so sad ... ""","(a / and
      :op1 (a2 / add-01
            :ARG0 (y / you)
            :ARG1 (l3 / love-01
                  :ARG0 (o / one)
                  :ARG1 (s / sunset)
                  :time (s2 / sad-02
                        :ARG1 o
                        :mod (s3 / so)))
            :time (l / late
                  :degree (m / more
                        :quant (l2 / little)))))",过 一会儿 ， 你 又 说 ： “ 你 知道 ， 当 人们 感到 非常 苦闷 时 ， 总是 喜欢 日落 的 。 ”,"(x6 / 说-01
      :arg0()  (x4 / 你)
      :mod()  (x5 / 又)
      :arg1()  (x10 / 知道-01
            :arg0()  (x9 / 你)
            :arg1()  (x20 / 喜欢-01
                  :arg1()  (x21 / 日落)
                  :time()  (x19 / 总是)
                  :time(x12_x17)  (x14 / 感到-01
                        :arg0()  (x13 / 人们)
                        :arg1()  (x16 / 苦闷
                              :degree()  (x15 / 非常-01)))
                  :smood()  (x22 / 的)))
      :time()  (x1 / 过-02
            :arg1()  (x2 / 一会儿)))",و کمی بعد باز گفتی: تو که می‌دانی... آدم وقتی زياد دلش گرفته باشد، غروب خورشيد را دوست می‌دارد...,"(x / گفتن
      :ARG0 (x2 / تو)
      :ARG1 (x6 / دانستن
            :ARG0 (x7 / تو)
            :ARG1 (x8 / دوست‌داشتن
                  :ARG0 (x9 / آدم)
                  :ARG1 (x10 / غروب‌کردن
                        :ARG0 (x11 / خورشید))
                  :time (x12 / گرفتن
                        :ARG0 (x13 / دل
                              :part-of x9)
                        :degree (x14 / زیاد))))
      :time (x3 / بعد
            :mod (x4 / کمی))
      :mod (x5 / باز))"
286,""" Were you so sad , then ? ""","(s / sad-02 :mode interrogative
      :ARG1 (y / you)
      :time (t / then)
      :degree (s2 / so))",你 怎么 会 这么 苦闷 ？ ”,"(x8 / say
      :arg1()  (x3 / 会-02
            :arg0()  (x5 / 苦闷
                  :degree()  (x4 / 这么)
                  :arg0()  (x1 / 你))
            :mode()  (x6 / interrogative)))",زياد دلت گرفته بود؟,"(x / گرفتن
      :ARG0 (x2 / دل
            :part-of (x3 / تو))
      :mode (i2 / interrogative)
      :degree (x4 / زیاد))"
287,"I asked , "" on the day of the forty - four sunsets ? ""","(a / ask-01
      :ARG0 (i / i)
      :ARG1 (b / be-temporally-at-91 :mode interrogative
            :ARG2 (d / day
                  :ARG0-of (h / have-03
                        :ARG1 (s / sunset :quant 44)))))",我 问 ： “ 一 天 四十三 次 ，,"(x2 / 问-01
      :arg0()  (x1 / 我)
      :arg1()  (x13 / thing
            :time()  (x6 / 天
                  :quant()  (x5 / 1))
            :frequency(x8)  (x7 / 43)))",آن روز که چهل‌وسه‌بار غروب خورشيد را تماشا کردی،,"(x / تماشاکردن :frequency 43
      :ARG0 (x2 / تو)
      :ARG1 (x3 / غروب‌کردن
            :ARG0 (x4 / خورشید))
      :time (x5 / روز
            :mod (x6 / آن)))"
288,But the little prince made no reply .,"(c / contrast-01
      :ARG2 (r / reply-01 :polarity -
            :ARG0 (p / prince
                  :mod (l / little))))",但是 小 王子 没有 回答 。,"(x7 / contrast
      :arg2(x1)  (x5 / 回答-01
            :arg0()  (x3 / 王子
                  :mod()  (x2 / 小))
            :polarity()  (x4 / -)))",ولی شازده کوچولو جواب نداد.,"(c / contrast-01
      :ARG2 (x / جواب‌دادن :polarity -
            :ARG0 (x2 / شازده
                  :mod (x3 / کوچولو))))"
289,Chapter 7 .,(c / chapter :mod 7),VII 。,(x1 / VII),فصل 7,(x / فصل :mod 7)
290,"On the fifth day -- again , as always , it was thanks to the sheep -- the secret of the little prince 's life was revealed to me .","(r / reveal-01
      :ARG0 (s / sheep
            :ARG1-of (t / thank-01))
      :ARG1 (s2 / secret
            :poss (l / life
                  :poss (p / prince
                        :mod (l2 / little))))
      :ARG2 (i / i)
      :time (d / day
            :ord (o / ordinal-entity :value 5))
      :mod (a / again)
      :time (a2 / always))",第五 天 ， 还是 羊 的 事 ， 把 小 王子 的 生活 秘密 向 我 揭开 了 。,"(x17 / 揭开-01
      :arg0()  (x7 / 事
            :topic(x6)  (x5 / 羊)
            :mod()  (x4 / 还是))
      :arg1(x9)  (x14 / 秘密
            :mod()  (x13 / 生活
                  :poss(x12)  (x11 / 王子
                        :mod()  (x10 / 小))))
      :beneficiary(x15)  (x16 / 我)
      :aspect()  (x18 / 了)
      :time()  (x2 / 天
            :ord()  (x32 / ordinal-entity
                  :value()  (x1 / 5))))",روز پنجم باز به سبب گوسفند،‌ راز ديگری از زندگی شازده کوچولو بر من آشکار شد.,"(x / آشکارشدن
      :ARG0 (x2 / راز
            :mod (x3 / دیگر)
            :topic (x4 / زندگی
                  :poss (x5 / شازده
                        :mod (x6 / کوچولو))))
      :time (x7 / روز
            :ord (o / ordinal-entity :value 5))
      :ARG1-of (c / cause-01
            :ARG0 (x8 / گوسفند)))"
291,"Abruptly , without anything to lead up to it , and as if the question had been born of long and silent meditation on his problem , he demanded : "" A sheep -- if it eats little bushes , does it eat flowers , too ? ""","(d / demand-01
      :ARG0 (h / he)
      :ARG1 (e / eat-01 :mode interrogative
            :ARG0 (s / sheep)
            :ARG1 (f / flower
                  :mod (t / too))
            :condition (e2 / eat-01
                  :ARG0 s
                  :ARG1 (b / bush
                        :mod (l / little))))
      :manner (a / abrupt)
      :conj-as-if (b2 / bear-02
            :ARG0 (m / meditate-01
                  :ARG1 (p / problem
                        :poss h)
                  :ARG1-of (l3 / long-03)
                  :manner (s2 / silent))
            :ARG1 (t2 / thing
                  :ARG1-of (q / question-01)))
      :ARG2-of (l2 / lead-up-05 :polarity -
            :ARG1 (a2 / anything)))",好象 默默 地 思索 了 很 长 时间 以后 ， 得出 了 什么 结果 一样 ， 他 突然 没头没脑 地 问 我 ： “ 羊 ， 要是 吃 小 灌木 ， 它 也 要 吃 花 罗 ？ ”,"(x21 / 问-01
      :arg0()  (x17 / 他)
      :manner(x20)  (x19 / 没头没脑)
      :arg2()  (x22 / 我)
      :manner()  (x18 / 突然)
      :arg1()  (x46 / condition
            :arg1(x27)  (x28 / 吃-01
                  :arg0()  (x25 / 羊)
                  :arg1()  (x30 / 灌木
                        :mod()  (x29 / 小)))
            :arg2(x33)  (x34 / 要-03
                  :arg0()  (x35 / 吃-01
                        :arg0()  (x25 / 羊)
                        :arg1()  (x36 / 花))
                  :mode()  (x37_x38 / interrogative)))
      :manner()  (x1_x15 / 像
            :arg1()  (x60 / temporal
                  :arg1(x9)  (x4 / 思索-01
                        :arg0()  (x17 / 他)
                        :manner(x3)  (x2 / 默默)
                        :duration()  (x8 / 时间
                              :mod()  (x7 / 长
                                    :degree()  (x6 / 很)))
                        :aspect()  (x5 / 了))
                  :arg2()  (x11 / 得出-01
                        :aspect()  (x12 / 了)
                        :arg1()  (x14 / 结果
                              :mode()  (x13 / 什么))))))",آن روز ناگهان و بی‌مقدمه، به‌عنوان نتيجه مسئله‌ای که مدتهاست در سکوت راجع به آن فکر کرده باشد،‌ از من پرسيد: گوسفندی که نهال درختان را بخورد، گلها را هم می‌خورد؟,"(x / پرسیدن
      :ARG0 (x2 / او)
      :ARG1 (x3 / خوردن
            :ARG0 (x4 / گوسفند
                  :ARG1 (x5 / گل)
                  :ARG0-of (x6 / خوردن
                        :ARG1 (x7 / نهال)))
            :mode (i2 / interrogative)
            :mod (x13 / هم))
      :time (x8 / روز
            :mod (x9 / آن))
      :manner (x10 / و
            :op1 (x11 / ناگهان)
            :op2 (x12 / بی‌مقدمه))
      :conj-as-if (x14 / نتیجه‌گرفتن
            :ARG0 (x15 / مسئله
                  :ARG1-of (x16 / فکرکردن
                        :ARG0 (x17 / او)
                        :manner (x18 / سکوت)
                        :duration (x19 / مدت)))))"
292,""" A sheep , """,(s / sheep),一 只 羊,"(x3 / 羊
      :quant()  (x1 / 1)
      :cunit()  (x2 / 只))",پاسخ دادم:,"(x / پاسخ‌دادن
      :ARG0 (x2 / من))"
293,"I answered , "" eats anything it finds in its reach . ""","(a / answer-01
      :ARG0 (i / i)
      :ARG1 (e / eat-01
            :ARG1 (a2 / anything
                  :ARG1-of (f / find-01
                        :ARG0 (i2 / it)
                        :location (r / reach-03
                              :ARG0 i2)))))",“ 它 碰到 什么 吃 什么 。 ” 我 回答 。,"(x10 / 回答-01
      :arg0()  (x9 / 我)
      :arg1()  (x15 / condition
            :arg1()  (x3 / 碰到-01
                  :arg0()  (x2 / 它)
                  :arg1()  (x4 / thing))
            :arg2()  (x5 / 吃
                  :arg1()  (x6 / thing))))",گوسفند هر چه گيرش بيايد می‌خورد.,"(x / خوردن
      :ARG0 (x2 / گوسفند)
      :ARG1 (x3 / چیز
            :mod (x4 / هر)
            :ARG0-of (x5 / گیرآمدن
                  :ARG1 x2)))"
294,""" Even flowers that have thorns ? ""","(f / flower :mode interrogative
      :mod (e / even)
      :ARG0-of (h / have-03
            :ARG1 (t / thorn)))",“ 连 有 刺 的 花 也 吃 吗 ？ ”,"(x14 / say
      :arg1()  (x17 / concession
            :arg1(x2)  (x6 / 花
                  :arg0-of(x5)  (x3 / 有-01
                        :arg1()  (x4 / 刺)))
            :arg2(x7)  (x8 / 吃-01
                  :arg1()  (x6 / 花))
            :mode()  (x9_x10 / interrogative)))",- حتی گلهايی را که خار دارند؟,"(x / گل :mode interrogative
      :ARG0-of (x2 / داشتن
            :ARG1 (x3 / خار))
      :mod (x4 / حتی))"
295,""" Yes , even flowers that have thorns . ""","(f / flower
      :mod (e / even)
      :ARG0-of (h / have-03
            :ARG1 (t / thorn)))",“ 有 刺 的 也 吃 ！ ”,"(x9 / say
      :arg1()  (x6 / 吃-01
            :arg1()  (x12 / thing
                  :arg0-of(x4)  (x2 / 有-01
                        :arg1()  (x3 / 刺)))
            :mode()  (x7 / expressive)
            :mod()  (x5 / 也)))",- بلی، حتی گلهايی را که خار دارند.,"(x / و
      :op1 (x2 / بله)
      :op2 (x3 / گل
            :ARG0-of (x4 / داشتن
                  :ARG1 (x5 / خار)))
      :mod (x6 / حتی))"
296,""" Then the thorns -- what use are they ? ""","(h / have-purpose-91
      :ARG1 (t / thorn)
      :ARG2 (a / amr-unknown)
      :ARG1-of (h2 / have-condition-91))",“ 那么 刺 有 什么 用 呢 ？ ”,"(x10 / say
      :arg1()  (x4_x6 / 有用-01
            :arg0()  (x3 / 刺)
            :mod()  (x2 / 那么)
            :arg1()  (x5 / amr-unknown)
            :mode()  (x7_x9 / interrogative)))",- پس خار به چه درد می‌خورد؟,"(h / have-purpose-91
      :ARG1 (x / خار)
      :ARG2 (a / amr-unknown)
      :ARG1-of (h2 / have-condition-91))"
297,I did not know .,"(k / know-01
  :ARG0 (i / i)
  :polarity -)",我 不 知道 该 怎么 回答 。,"(x3 / 知道-01
      :arg0()  (x1 / 我)
      :polarity()  (x2 / -)
      :arg1()  (x4 / 该-01
            :arg0()  (x6 / 回答
                  :manner()  (x5 / 怎么))))",من چه می‌دانستم.,"(x / دانستن :mode interrogative
      :ARG0 (x2 / من)
      :ARG1 (a / amr-unknown))"
298,At that moment I was very busy trying to unscrew a bolt that had got stuck in my engine .,"(t / try-01
      :ARG0 (i / i
            :ARG1-of (b2 / busy-01
                  :degree (v / very)))
      :ARG1 (u / unscrew-01
            :ARG0 i
            :ARG1 (b / bolt
                  :ARG1-of (s / stick-01
                        :ARG2 (e / engine
                              :poss i))))
      :time (m / moment
            :mod (t2 / that)))",那会儿 我 正 忙 着 要 从 发动机 上 卸下 一 颗 拧 得 太 紧 的 螺丝 。,"(x4 / 忙-01
      :arg0()  (x2 / 我)
      :arg1()  (x6 / 要-03
            :arg0()  (x10 / 卸下-01
                  :arg0()  (x2 / 我)
                  :arg1()  (x18 / 螺丝
                        :quant()  (x11 / 1)
                        :cunit()  (x12 / 颗)
                        :arg1-of(x14)  (x13 / 拧-01
                              :degree(x14)  (x16 / 紧
                                    :degree()  (x15 / 太))))
                  :source(x7_x9)  (x8 / 发动机)))
      :aspect()  (x5 / 着)
      :mod()  (x3 / 正)
      :time()  (x1 / 那会儿))",در آن موقع سخت سرگرم بازکردن يکی از پيچ‌های بسيار سفت موتور خود بودم.,"(x / سرگرم‌شدن
      :ARG0 (x2 / من)
      :ARG1 (x3 / بازکردن
            :ARG0 x2
            :ARG1 (x4 / پیچ :quant 1
                  :mod (x5 / سفت
                        :degree (x6 / بسیار))
                  :part-of (x7 / موتور
                        :poss x2)))
      :mod (x8 / سخت))"
299,"I was very much worried , for it was becoming clear to me that the breakdown of my plane was extremely serious .","(c2 / cause-01
      :ARG0 (c / clear-06
            :ARG1 (s / serious-02
                  :ARG1 (b / break-down-12
                        :ARG1 (p / plane
                              :poss i))
                  :degree (e / extreme))
            :ARG2 (i / i))
      :ARG1 (w / worry-01
            :ARG1 i
            :quant (m / much
                  :degree (v / very))))",我 发现 机器 故障 似乎 很 严重 ，,"(x2 / 发现-01
      :arg0()  (x1 / 我)
      :arg1()  (x5 / 似乎-01
            :arg0()  (x7 / 严重-01
                  :degree()  (x6 / 很)
                  :arg0()  (x4 / 故障-01
                        :arg0()  (x3 / 机器)))))",اوقاتم خيلی تلخ بود چون کم‌کم بر من معلوم می‌شد که خرابی هواپيما شديد است،,"(c / cause-01
      :ARG0 (x / معلوم‌شدن
            :ARG1 (x2 / شدید
                  :domain (x3 / خراب‌شدن
                        :ARG0 (x4 / هواپیما)))
            :ARG2 (x6 / من)
            :mod (x5 / کم‌کم))
      :ARG1 (x7 / عصبانی
            :domain x6
            :degree (x8 / خیلی)))"
